date,day,display_name,estimated_cost_cents_max,estimated_cost_cents_min,estimated_distance_miles,estimated_duration_seconds,ride_type,time
25-Feb-18,Sunday,Lyft Plus,1557,1557,2.42,645,lyft_plus,8:38:04
25-Feb-18,Sunday,Lyft Lux SUV,3215,3215,2.42,645,lyft_luxsuv,8:38:04
25-Feb-18,Sunday,Lyft Premier,1640,1640,2.15,523,lyft_premier,8:39:03
25-Feb-18,Sunday,Lyft Line,307,307,2.15,523,lyft_line,8:39:03
25-Feb-18,Sunday,Lyft Lux,2145,2145,2.15,523,lyft_lux,8:39:03
25-Feb-18,Sunday,Lyft,831,831,2.15,523,lyft,8:39:03
25-Feb-18,Sunday,Lyft Plus,1413,1413,2.15,523,lyft_plus,8:39:03
25-Feb-18,Sunday,Lyft Lux SUV,2988,2988,2.15,523,lyft_luxsuv,8:39:03
25-Feb-18,Sunday,Lyft Premier,1616,1616,2.28,425,lyft_premier,8:40:03
25-Feb-18,Sunday,Lyft Line,311,311,2.28,425,lyft_line,8:40:03
25-Feb-18,Sunday,Lyft Lux,2127,2127,2.28,425,lyft_lux,8:40:03
25-Feb-18,Sunday,Lyft,818,818,2.28,425,lyft,8:40:03
25-Feb-18,Sunday,Lyft Plus,1391,1391,2.28,425,lyft_plus,8:40:03
25-Feb-18,Sunday,Lyft Lux SUV,2967,2967,2.28,425,lyft_luxsuv,8:40:03
25-Feb-18,Sunday,Lyft Premier,1558,1558,1.86,529,lyft_premier,8:41:03
25-Feb-18,Sunday,Lyft Line,318,318,1.86,529,lyft_line,8:41:03
25-Feb-18,Sunday,Lyft Lux,2032,2032,1.86,529,lyft_lux,8:41:03
25-Feb-18,Sunday,Lyft,796,796,1.86,529,lyft,8:41:03
25-Feb-18,Sunday,Lyft Plus,1344,1344,1.86,529,lyft_plus,8:41:03
25-Feb-18,Sunday,Lyft Lux SUV,2866,2866,1.86,529,lyft_luxsuv,8:41:03
25-Feb-18,Sunday,Lyft Premier,1375,1375,1.52,413,lyft_premier,8:42:04
25-Feb-18,Sunday,Lyft Line,469,469,1.52,413,lyft_line,8:42:04
25-Feb-18,Sunday,Lyft Lux,1804,1804,1.52,413,lyft_lux,8:42:04
25-Feb-18,Sunday,Lyft,711,711,1.52,413,lyft,8:42:04
25-Feb-18,Sunday,Lyft Plus,1187,1187,1.52,413,lyft_plus,8:42:04
25-Feb-18,Sunday,Lyft Lux SUV,2635,2635,1.52,413,lyft_luxsuv,8:42:04
25-Feb-18,Sunday,Lyft Premier,1693,1693,2.59,405,lyft_premier,8:43:03
25-Feb-18,Sunday,Lyft Line,323,323,2.59,405,lyft_line,8:43:03
25-Feb-18,Sunday,Lyft Lux,2236,2236,2.59,405,lyft_lux,8:43:03
25-Feb-18,Sunday,Lyft,849,849,2.59,405,lyft,8:43:03
25-Feb-18,Sunday,Lyft Plus,1456,1456,2.59,405,lyft_plus,8:43:03
25-Feb-18,Sunday,Lyft Lux SUV,3085,3085,2.59,405,lyft_luxsuv,8:43:03
25-Feb-18,Sunday,Lyft Premier,1513,1513,1.73,523,lyft_premier,8:44:03
25-Feb-18,Sunday,Lyft Line,310,310,1.73,523,lyft_line,8:44:03
25-Feb-18,Sunday,Lyft Lux,1973,1973,1.73,523,lyft_lux,8:44:03
25-Feb-18,Sunday,Lyft,776,776,1.73,523,lyft,8:44:03
25-Feb-18,Sunday,Lyft Plus,1306,1306,1.73,523,lyft_plus,8:44:03
25-Feb-18,Sunday,Lyft Lux SUV,2802,2802,1.73,523,lyft_luxsuv,8:44:03
25-Feb-18,Sunday,Lyft Premier,1828,1828,2.59,599,lyft_premier,8:45:03
25-Feb-18,Sunday,Lyft Line,311,311,2.59,599,lyft_line,8:45:03
25-Feb-18,Sunday,Lyft Lux,2388,2388,2.59,599,lyft_lux,8:45:03
25-Feb-18,Sunday,Lyft,916,916,2.59,599,lyft,8:45:03
25-Feb-18,Sunday,Lyft Plus,1573,1573,2.59,599,lyft_plus,8:45:03
25-Feb-18,Sunday,Lyft Lux SUV,3254,3254,2.59,599,lyft_luxsuv,8:45:03
25-Feb-18,Sunday,Lyft Premier,1433,1433,1.71,414,lyft_premier,8:46:04
25-Feb-18,Sunday,Lyft Line,427,427,1.71,414,lyft_line,8:46:04
25-Feb-18,Sunday,Lyft Lux,1882,1882,1.71,414,lyft_lux,8:46:04
25-Feb-18,Sunday,Lyft,736,736,1.71,414,lyft,8:46:04
25-Feb-18,Sunday,Lyft Plus,1236,1236,1.71,414,lyft_plus,8:46:04
25-Feb-18,Sunday,Lyft Lux SUV,2700,2700,1.71,414,lyft_luxsuv,8:46:04
25-Feb-18,Sunday,Lyft Premier,2016,2016,3.05,671,lyft_premier,8:47:03
25-Feb-18,Sunday,Lyft Line,341,341,3.05,671,lyft_line,8:47:03
25-Feb-18,Sunday,Lyft Lux,2631,2631,3.05,671,lyft_lux,8:47:03
25-Feb-18,Sunday,Lyft,1002,1002,3.05,671,lyft,8:47:03
25-Feb-18,Sunday,Lyft Plus,1734,1734,3.05,671,lyft_plus,8:47:03
25-Feb-18,Sunday,Lyft Lux SUV,3519,3519,3.05,671,lyft_luxsuv,8:47:03
25-Feb-18,Sunday,Lyft Premier,1884,1884,2.85,569,lyft_premier,8:48:03
25-Feb-18,Sunday,Lyft Line,329,329,2.85,569,lyft_line,8:48:03
25-Feb-18,Sunday,Lyft Lux,2469,2469,2.85,569,lyft_lux,8:48:03
25-Feb-18,Sunday,Lyft,940,940,2.85,569,lyft,8:48:03
25-Feb-18,Sunday,Lyft Plus,1621,1621,2.85,569,lyft_plus,8:48:03
25-Feb-18,Sunday,Lyft Lux SUV,3342,3342,2.85,569,lyft_luxsuv,8:48:03
25-Feb-18,Sunday,Lyft Premier,1535,1535,1.93,467,lyft_premier,8:49:03
25-Feb-18,Sunday,Lyft Line,313,313,1.93,467,lyft_line,8:49:03
25-Feb-18,Sunday,Lyft Lux,2011,2011,1.93,467,lyft_lux,8:49:03
25-Feb-18,Sunday,Lyft,783,783,1.93,467,lyft,8:49:03
25-Feb-18,Sunday,Lyft Plus,1323,1323,1.93,467,lyft_plus,8:49:03
25-Feb-18,Sunday,Lyft Lux SUV,2842,2842,1.93,467,lyft_luxsuv,8:49:03
25-Feb-18,Sunday,Lyft Premier,2014,2014,2.98,701,lyft_premier,8:50:03
25-Feb-18,Sunday,Lyft Line,351,351,2.98,701,lyft_line,8:50:03
25-Feb-18,Sunday,Lyft Lux,2624,2624,2.98,701,lyft_lux,8:50:03
25-Feb-18,Sunday,Lyft,1002,1002,2.98,701,lyft,8:50:03
25-Feb-18,Sunday,Lyft Plus,1733,1733,2.98,701,lyft_plus,8:50:03
25-Feb-18,Sunday,Lyft Lux SUV,3512,3512,2.98,701,lyft_luxsuv,8:50:03
25-Feb-18,Sunday,Lyft Premier,1602,1602,1.85,600,lyft_premier,8:51:03
25-Feb-18,Sunday,Lyft Line,303,303,1.85,600,lyft_line,8:51:03
25-Feb-18,Sunday,Lyft Lux,2082,2082,1.85,600,lyft_lux,8:51:03
25-Feb-18,Sunday,Lyft,818,818,1.85,600,lyft,8:51:03
25-Feb-18,Sunday,Lyft Plus,1383,1383,1.85,600,lyft_plus,8:51:03
25-Feb-18,Sunday,Lyft Lux SUV,2921,2921,1.85,600,lyft_luxsuv,8:51:03
25-Feb-18,Sunday,Lyft Premier,1886,1886,2.6,680,lyft_premier,8:52:03
25-Feb-18,Sunday,Lyft Line,331,331,2.6,680,lyft_line,8:52:03
25-Feb-18,Sunday,Lyft Lux,2454,2454,2.6,680,lyft_lux,8:52:03
25-Feb-18,Sunday,Lyft,945,945,2.6,680,lyft,8:52:03
25-Feb-18,Sunday,Lyft Plus,1625,1625,2.6,680,lyft_plus,8:52:03
25-Feb-18,Sunday,Lyft Lux SUV,3327,3327,2.6,680,lyft_luxsuv,8:52:03
25-Feb-18,Sunday,Lyft Premier,1632,1632,2.28,454,lyft_premier,8:53:03
25-Feb-18,Sunday,Lyft Line,322,322,2.28,454,lyft_line,8:53:03
25-Feb-18,Sunday,Lyft Lux,2146,2146,2.28,454,lyft_lux,8:53:03
25-Feb-18,Sunday,Lyft,825,825,2.28,454,lyft,8:53:03
25-Feb-18,Sunday,Lyft Plus,1405,1405,2.28,454,lyft_plus,8:53:03
25-Feb-18,Sunday,Lyft Lux SUV,2988,2988,2.28,454,lyft_luxsuv,8:53:03
25-Feb-18,Sunday,Lyft Premier,2075,2075,3.12,728,lyft_premier,8:54:03
25-Feb-18,Sunday,Lyft Line,361,361,3.12,728,lyft_line,8:54:03
25-Feb-18,Sunday,Lyft Lux,2702,2702,3.12,728,lyft_lux,8:54:03
25-Feb-18,Sunday,Lyft,1030,1030,3.12,728,lyft,8:54:03
25-Feb-18,Sunday,Lyft Plus,1785,1785,3.12,728,lyft_plus,8:54:03
25-Feb-18,Sunday,Lyft Lux SUV,3598,3598,3.12,728,lyft_luxsuv,8:54:03
25-Feb-18,Sunday,Lyft Premier,1668,1668,2.13,569,lyft_premier,8:55:03
25-Feb-18,Sunday,Lyft Line,322,322,2.13,569,lyft_line,8:55:03
25-Feb-18,Sunday,Lyft Lux,2175,2175,2.13,569,lyft_lux,8:55:03
25-Feb-18,Sunday,Lyft,847,847,2.13,569,lyft,8:55:03
25-Feb-18,Sunday,Lyft Plus,1438,1438,2.13,569,lyft_plus,8:55:03
25-Feb-18,Sunday,Lyft Lux SUV,3022,3022,2.13,569,lyft_luxsuv,8:55:03
25-Feb-18,Sunday,Lyft Premier,2073,2073,3.05,745,lyft_premier,8:56:03
25-Feb-18,Sunday,Lyft Line,342,342,3.05,745,lyft_line,8:56:03
25-Feb-18,Sunday,Lyft Lux,2695,2695,3.05,745,lyft_lux,8:56:03
25-Feb-18,Sunday,Lyft,1035,1035,3.05,745,lyft,8:56:03
25-Feb-18,Sunday,Lyft Plus,1786,1786,3.05,745,lyft_plus,8:56:03
25-Feb-18,Sunday,Lyft Lux SUV,3590,3590,3.05,745,lyft_luxsuv,8:56:03
25-Feb-18,Sunday,Lyft Premier,2218,2218,3.61,713,lyft_premier,8:57:03
25-Feb-18,Sunday,Lyft Line,590,590,3.61,713,lyft_line,8:57:03
25-Feb-18,Sunday,Lyft Lux,2898,2898,3.61,713,lyft_lux,8:57:03
25-Feb-18,Sunday,Lyft,1093,1093,3.61,713,lyft,8:57:03
25-Feb-18,Sunday,Lyft Plus,1907,1907,3.61,713,lyft_plus,8:57:03
25-Feb-18,Sunday,Lyft Lux SUV,3811,3811,3.61,713,lyft_luxsuv,8:57:03
25-Feb-18,Sunday,Lyft Premier,2215,2215,3.32,839,lyft_premier,8:58:03
25-Feb-18,Sunday,Lyft Line,625,625,3.32,839,lyft_line,8:58:03
25-Feb-18,Sunday,Lyft Lux,2875,2875,3.32,839,lyft_lux,8:58:03
25-Feb-18,Sunday,Lyft,1097,1097,3.32,839,lyft,8:58:03
25-Feb-18,Sunday,Lyft Plus,1907,1907,3.32,839,lyft_plus,8:58:03
25-Feb-18,Sunday,Lyft Lux SUV,3788,3788,3.32,839,lyft_luxsuv,8:58:03
25-Feb-18,Sunday,Lyft Premier,1505,1505,1.86,453,lyft_premier,8:59:03
25-Feb-18,Sunday,Lyft Line,308,308,1.86,453,lyft_line,8:59:03
25-Feb-18,Sunday,Lyft Lux,1973,1973,1.86,453,lyft_lux,8:59:03
25-Feb-18,Sunday,Lyft,769,769,1.86,453,lyft,8:59:03
25-Feb-18,Sunday,Lyft Plus,1297,1297,1.86,453,lyft_plus,8:59:03
25-Feb-18,Sunday,Lyft Lux SUV,2800,2800,1.86,453,lyft_luxsuv,8:59:03
25-Feb-18,Sunday,Lyft Premier,1538,1538,1.9,484,lyft_premier,9:00:03
25-Feb-18,Sunday,Lyft Line,306,306,1.9,484,lyft_line,9:00:03
25-Feb-18,Sunday,Lyft Lux,2013,2013,1.9,484,lyft_lux,9:00:03
25-Feb-18,Sunday,Lyft,785,785,1.9,484,lyft,9:00:03
25-Feb-18,Sunday,Lyft Plus,1326,1326,1.9,484,lyft_plus,9:00:03
25-Feb-18,Sunday,Lyft Lux SUV,2844,2844,1.9,484,lyft_luxsuv,9:00:03
25-Feb-18,Sunday,Lyft Premier,1789,1789,2.6,540,lyft_premier,9:01:03
25-Feb-18,Sunday,Lyft Line,314,314,2.6,540,lyft_line,9:01:03
25-Feb-18,Sunday,Lyft Lux,2345,2345,2.6,540,lyft_lux,9:01:03
25-Feb-18,Sunday,Lyft,897,897,2.6,540,lyft,9:01:03
25-Feb-18,Sunday,Lyft Plus,1540,1540,2.6,540,lyft_plus,9:01:03
25-Feb-18,Sunday,Lyft Lux SUV,3206,3206,2.6,540,lyft_luxsuv,9:01:03
25-Feb-18,Sunday,Lyft Premier,1866,1866,2.7,606,lyft_premier,9:02:04
25-Feb-18,Sunday,Lyft Line,308,308,2.7,606,lyft_line,9:02:04
25-Feb-18,Sunday,Lyft Lux,2439,2439,2.7,606,lyft_lux,9:02:04
25-Feb-18,Sunday,Lyft,934,934,2.7,606,lyft,9:02:04
25-Feb-18,Sunday,Lyft Plus,1606,1606,2.7,606,lyft_plus,9:02:04
25-Feb-18,Sunday,Lyft Lux SUV,3309,3309,2.7,606,lyft_luxsuv,9:02:04
25-Feb-18,Sunday,Lyft Premier,1627,1627,1.84,642,lyft_premier,9:03:03
25-Feb-18,Sunday,Lyft Line,299,299,1.84,642,lyft_line,9:03:03
25-Feb-18,Sunday,Lyft Lux,2109,2109,1.84,642,lyft_lux,9:03:03
25-Feb-18,Sunday,Lyft,831,831,1.84,642,lyft,9:03:03
25-Feb-18,Sunday,Lyft Plus,1405,1405,1.84,642,lyft_plus,9:03:03
25-Feb-18,Sunday,Lyft Lux SUV,2952,2952,1.84,642,lyft_luxsuv,9:03:03
25-Feb-18,Sunday,Lyft Premier,2378,2378,3.82,857,lyft_premier,9:04:03
25-Feb-18,Sunday,Lyft Line,724,724,3.82,857,lyft_line,9:04:03
25-Feb-18,Sunday,Lyft Lux,3093,3093,3.82,857,lyft_lux,9:04:03
25-Feb-18,Sunday,Lyft,1168,1168,3.82,857,lyft,9:04:03
25-Feb-18,Sunday,Lyft Plus,2045,2045,3.82,857,lyft_plus,9:04:03
25-Feb-18,Sunday,Lyft Lux SUV,4026,4026,3.82,857,lyft_luxsuv,9:04:03
25-Feb-18,Sunday,Lyft Premier,1818,1818,2.49,629,lyft_premier,9:05:03
25-Feb-18,Sunday,Lyft Line,310,310,2.49,629,lyft_line,9:05:03
25-Feb-18,Sunday,Lyft Lux,2369,2369,2.49,629,lyft_lux,9:05:03
25-Feb-18,Sunday,Lyft,913,913,2.49,629,lyft,9:05:03
25-Feb-18,Sunday,Lyft Plus,1566,1566,2.49,629,lyft_plus,9:05:03
25-Feb-18,Sunday,Lyft Lux SUV,3234,3234,2.49,629,lyft_luxsuv,9:05:03
25-Feb-18,Sunday,Lyft Premier,1834,1834,2.63,588,lyft_premier,9:06:03
25-Feb-18,Sunday,Lyft Line,313,313,2.63,588,lyft_line,9:06:03
25-Feb-18,Sunday,Lyft Lux,2398,2398,2.63,588,lyft_lux,9:06:03
25-Feb-18,Sunday,Lyft,920,920,2.63,588,lyft,9:06:03
25-Feb-18,Sunday,Lyft Plus,1579,1579,2.63,588,lyft_plus,9:06:03
25-Feb-18,Sunday,Lyft Lux SUV,3264,3264,2.63,588,lyft_luxsuv,9:06:03
25-Feb-18,Sunday,Lyft Premier,1542,1542,1.91,486,lyft_premier,9:07:03
25-Feb-18,Sunday,Lyft Line,299,299,1.91,486,lyft_line,9:07:03
25-Feb-18,Sunday,Lyft Lux,2019,2019,1.91,486,lyft_lux,9:07:03
25-Feb-18,Sunday,Lyft,787,787,1.91,486,lyft,9:07:03
25-Feb-18,Sunday,Lyft Plus,1330,1330,1.91,486,lyft_plus,9:07:03
25-Feb-18,Sunday,Lyft Lux SUV,2850,2850,1.91,486,lyft_luxsuv,9:07:03
25-Feb-18,Sunday,Lyft Premier,1391,1391,1.52,440,lyft_premier,9:08:03
25-Feb-18,Sunday,Lyft Line,475,475,1.52,440,lyft_line,9:08:03
25-Feb-18,Sunday,Lyft Lux,1821,1821,1.52,440,lyft_lux,9:08:03
25-Feb-18,Sunday,Lyft,719,719,1.52,440,lyft,9:08:03
25-Feb-18,Sunday,Lyft Plus,1200,1200,1.52,440,lyft_plus,9:08:03
25-Feb-18,Sunday,Lyft Lux SUV,2635,2635,1.52,440,lyft_luxsuv,9:08:03
25-Feb-18,Sunday,Lyft Premier,1587,1587,1.92,549,lyft_premier,9:09:03
25-Feb-18,Sunday,Lyft Line,299,299,1.92,549,lyft_line,9:09:03
25-Feb-18,Sunday,Lyft Lux,2070,2070,1.92,549,lyft_lux,9:09:03
25-Feb-18,Sunday,Lyft,809,809,1.92,549,lyft,9:09:03
25-Feb-18,Sunday,Lyft Plus,1369,1369,1.92,549,lyft_plus,9:09:03
25-Feb-18,Sunday,Lyft Lux SUV,2907,2907,1.92,549,lyft_luxsuv,9:09:03
25-Feb-18,Sunday,Lyft Premier,2005,2005,2.85,745,lyft_premier,9:10:03
25-Feb-18,Sunday,Lyft Line,320,320,2.85,745,lyft_line,9:10:03
25-Feb-18,Sunday,Lyft Lux,2605,2605,2.85,745,lyft_lux,9:10:03
25-Feb-18,Sunday,Lyft,1000,1000,2.85,745,lyft,9:10:03
25-Feb-18,Sunday,Lyft Plus,1726,1726,2.85,745,lyft_plus,9:10:03
25-Feb-18,Sunday,Lyft Lux SUV,3492,3492,2.85,745,lyft_luxsuv,9:10:03
25-Feb-18,Sunday,Lyft Premier,1829,1829,2.42,676,lyft_premier,9:11:03
25-Feb-18,Sunday,Lyft Line,304,304,2.42,676,lyft_line,9:11:03
25-Feb-18,Sunday,Lyft Lux,2377,2377,2.42,676,lyft_lux,9:11:03
25-Feb-18,Sunday,Lyft,920,920,2.42,676,lyft,9:11:03
25-Feb-18,Sunday,Lyft Plus,1576,1576,2.42,676,lyft_plus,9:11:03
25-Feb-18,Sunday,Lyft Lux SUV,3243,3243,2.42,676,lyft_luxsuv,9:11:03
25-Feb-18,Sunday,Lyft Premier,1715,1715,2.26,581,lyft_premier,9:12:03
25-Feb-18,Sunday,Lyft Line,320,320,2.26,581,lyft_line,9:12:03
25-Feb-18,Sunday,Lyft Lux,2237,2237,2.26,581,lyft_lux,9:12:03
25-Feb-18,Sunday,Lyft,866,866,2.26,581,lyft,9:12:03
25-Feb-18,Sunday,Lyft Plus,1478,1478,2.26,581,lyft_plus,9:12:03
25-Feb-18,Sunday,Lyft Lux SUV,3090,3090,2.26,581,lyft_luxsuv,9:12:03
25-Feb-18,Sunday,Lyft Premier,1835,1835,2.52,643,lyft_premier,9:13:03
25-Feb-18,Sunday,Lyft Line,323,323,2.52,643,lyft_line,9:13:03
25-Feb-18,Sunday,Lyft Lux,2391,2391,2.52,643,lyft_lux,9:13:03
25-Feb-18,Sunday,Lyft,922,922,2.52,643,lyft,9:13:03
25-Feb-18,Sunday,Lyft Plus,1581,1581,2.52,643,lyft_plus,9:13:03
25-Feb-18,Sunday,Lyft Lux SUV,3258,3258,2.52,643,lyft_luxsuv,9:13:03
25-Feb-18,Sunday,Lyft Premier,1811,1811,2.37,675,lyft_premier,9:14:03
25-Feb-18,Sunday,Lyft Line,310,310,2.37,675,lyft_line,9:14:03
25-Feb-18,Sunday,Lyft Lux,2353,2353,2.37,675,lyft_lux,9:14:03
25-Feb-18,Sunday,Lyft,912,912,2.37,675,lyft,9:14:03
25-Feb-18,Sunday,Lyft Plus,1561,1561,2.37,675,lyft_plus,9:14:03
25-Feb-18,Sunday,Lyft Lux SUV,3217,3217,2.37,675,lyft_luxsuv,9:14:03
25-Feb-18,Sunday,Lyft Premier,1622,1622,2.1,520,lyft_premier,9:15:03
25-Feb-18,Sunday,Lyft Line,313,313,2.1,520,lyft_line,9:15:03
25-Feb-18,Sunday,Lyft Lux,2122,2122,2.1,520,lyft_lux,9:15:03
25-Feb-18,Sunday,Lyft,823,823,2.1,520,lyft,9:15:03
25-Feb-18,Sunday,Lyft Plus,1398,1398,2.1,520,lyft_plus,9:15:03
25-Feb-18,Sunday,Lyft Lux SUV,2963,2963,2.1,520,lyft_luxsuv,9:15:03
25-Feb-18,Sunday,Lyft Premier,2071,2071,2.96,793,lyft_premier,9:16:03
25-Feb-18,Sunday,Lyft Line,340,340,2.96,793,lyft_line,9:16:03
25-Feb-18,Sunday,Lyft Lux,2687,2687,2.96,793,lyft_lux,9:16:03
25-Feb-18,Sunday,Lyft,1031,1031,2.96,793,lyft,9:16:03
25-Feb-18,Sunday,Lyft Plus,1783,1783,2.96,793,lyft_plus,9:16:03
25-Feb-18,Sunday,Lyft Lux SUV,3582,3582,2.96,793,lyft_luxsuv,9:16:03
25-Feb-18,Sunday,Lyft Premier,2064,2064,3.12,711,lyft_premier,9:17:04
25-Feb-18,Sunday,Lyft Line,338,338,3.12,711,lyft_line,9:17:04
25-Feb-18,Sunday,Lyft Lux,2691,2691,3.12,711,lyft_lux,9:17:04
25-Feb-18,Sunday,Lyft,1025,1025,3.12,711,lyft,9:17:04
25-Feb-18,Sunday,Lyft Plus,1776,1776,3.12,711,lyft_plus,9:17:04
25-Feb-18,Sunday,Lyft Lux SUV,3585,3585,3.12,711,lyft_luxsuv,9:17:04
25-Feb-18,Sunday,Lyft Premier,1717,1717,2.42,516,lyft_premier,9:18:03
25-Feb-18,Sunday,Lyft Line,311,311,2.42,516,lyft_line,9:18:03
25-Feb-18,Sunday,Lyft Lux,2251,2251,2.42,516,lyft_lux,9:18:03
25-Feb-18,Sunday,Lyft,865,865,2.42,516,lyft,9:18:03
25-Feb-18,Sunday,Lyft Plus,1478,1478,2.42,516,lyft_plus,9:18:03
25-Feb-18,Sunday,Lyft Lux SUV,3103,3103,2.42,516,lyft_luxsuv,9:18:03
25-Feb-18,Sunday,Lyft Premier,1583,1583,1.95,528,lyft_premier,9:19:03
25-Feb-18,Sunday,Lyft Line,733,733,1.95,528,lyft_line,9:19:03
25-Feb-18,Sunday,Lyft Lux,2067,2067,1.95,528,lyft_lux,9:19:03
25-Feb-18,Sunday,Lyft,806,806,1.95,528,lyft,9:19:03
25-Feb-18,Sunday,Lyft Plus,1365,1365,1.95,528,lyft_plus,9:19:03
25-Feb-18,Sunday,Lyft Lux SUV,2903,2903,1.95,528,lyft_luxsuv,9:19:03
25-Feb-18,Sunday,Lyft Premier,1572,1572,1.8,576,lyft_premier,9:20:03
25-Feb-18,Sunday,Lyft Line,306,306,1.8,576,lyft_line,9:20:03
25-Feb-18,Sunday,Lyft Lux,2045,2045,1.8,576,lyft_lux,9:20:03
25-Feb-18,Sunday,Lyft,804,804,1.8,576,lyft,9:20:03
25-Feb-18,Sunday,Lyft Plus,1356,1356,1.8,576,lyft_plus,9:20:03
25-Feb-18,Sunday,Lyft Lux SUV,2880,2880,1.8,576,lyft_luxsuv,9:20:03
25-Feb-18,Sunday,Lyft Premier,1859,1859,2.76,573,lyft_premier,9:21:03
25-Feb-18,Sunday,Lyft Line,628,628,2.76,573,lyft_line,9:21:03
25-Feb-18,Sunday,Lyft Lux,2435,2435,2.76,573,lyft_lux,9:21:03
25-Feb-18,Sunday,Lyft,891,891,2.76,573,lyft,9:21:03
25-Feb-18,Sunday,Lyft Plus,1600,1600,2.76,573,lyft_plus,9:21:03
25-Feb-18,Sunday,Lyft Lux SUV,3304,3304,2.76,573,lyft_luxsuv,9:21:03
25-Feb-18,Sunday,Lyft Premier,1826,1826,2.51,633,lyft_premier,9:22:03
25-Feb-18,Sunday,Lyft Line,303,303,2.51,633,lyft_line,9:22:03
25-Feb-18,Sunday,Lyft Lux,2380,2380,2.51,633,lyft_lux,9:22:03
25-Feb-18,Sunday,Lyft,917,917,2.51,633,lyft,9:22:03
25-Feb-18,Sunday,Lyft Plus,1573,1573,2.51,633,lyft_plus,9:22:03
25-Feb-18,Sunday,Lyft Lux SUV,3246,3246,2.51,633,lyft_luxsuv,9:22:03
25-Feb-18,Sunday,Lyft Premier,2104,2104,3.21,720,lyft_premier,9:23:03
25-Feb-18,Sunday,Lyft Line,335,335,3.21,720,lyft_line,9:23:03
25-Feb-18,Sunday,Lyft Lux,2741,2741,3.21,720,lyft_lux,9:23:03
25-Feb-18,Sunday,Lyft,1046,1046,3.21,720,lyft,9:23:03
25-Feb-18,Sunday,Lyft Plus,1811,1811,3.21,720,lyft_plus,9:23:03
25-Feb-18,Sunday,Lyft Lux SUV,3639,3639,3.21,720,lyft_luxsuv,9:23:03
25-Feb-18,Sunday,Lyft Premier,1988,1988,2.97,641,lyft_premier,9:24:03
25-Feb-18,Sunday,Lyft Line,329,329,2.97,641,lyft_line,9:24:03
25-Feb-18,Sunday,Lyft Lux,2592,2592,2.97,641,lyft_lux,9:24:03
25-Feb-18,Sunday,Lyft,998,998,2.97,641,lyft,9:24:03
25-Feb-18,Sunday,Lyft Plus,1713,1713,2.97,641,lyft_plus,9:24:03
25-Feb-18,Sunday,Lyft Lux SUV,3475,3475,2.97,641,lyft_luxsuv,9:24:03
25-Feb-18,Sunday,Lyft Premier,2137,2137,3.32,719,lyft_premier,9:25:07
25-Feb-18,Sunday,Lyft Line,340,340,3.32,719,lyft_line,9:25:07
25-Feb-18,Sunday,Lyft Lux,2786,2786,3.32,719,lyft_lux,9:25:07
25-Feb-18,Sunday,Lyft,1061,1061,3.32,719,lyft,9:25:07
25-Feb-18,Sunday,Lyft Plus,1839,1839,3.32,719,lyft_plus,9:25:07
25-Feb-18,Sunday,Lyft Lux SUV,3689,3689,3.32,719,lyft_luxsuv,9:25:07
25-Feb-18,Sunday,Lyft Premier,1766,1766,2.37,601,lyft_premier,9:26:03
25-Feb-18,Sunday,Lyft Line,666,666,2.37,601,lyft_line,9:26:03
25-Feb-18,Sunday,Lyft Lux,2301,2301,2.37,601,lyft_lux,9:26:03
25-Feb-18,Sunday,Lyft,1038,1038,2.37,601,lyft,9:26:03
25-Feb-18,Sunday,Lyft Plus,1522,1522,2.37,601,lyft_plus,9:26:03
25-Feb-18,Sunday,Lyft Lux SUV,3159,3159,2.37,601,lyft_luxsuv,9:26:03
25-Feb-18,Sunday,Lyft Premier,1596,1596,2.06,498,lyft_premier,9:27:03
25-Feb-18,Sunday,Lyft Line,308,308,2.06,498,lyft_line,9:27:03
25-Feb-18,Sunday,Lyft Lux,2089,2089,2.06,498,lyft_lux,9:27:03
25-Feb-18,Sunday,Lyft,811,811,2.06,498,lyft,9:27:03
25-Feb-18,Sunday,Lyft Plus,1375,1375,2.06,498,lyft_plus,9:27:03
25-Feb-18,Sunday,Lyft Lux SUV,2927,2927,2.06,498,lyft_luxsuv,9:27:03
25-Feb-18,Sunday,Lyft Premier,1849,1849,2.55,644,lyft_premier,9:28:03
25-Feb-18,Sunday,Lyft Line,307,307,2.55,644,lyft_line,9:28:03
25-Feb-18,Sunday,Lyft Lux,2408,2408,2.55,644,lyft_lux,9:28:03
25-Feb-18,Sunday,Lyft,929,929,2.55,644,lyft,9:28:03
25-Feb-18,Sunday,Lyft Plus,1593,1593,2.55,644,lyft_plus,9:28:03
25-Feb-18,Sunday,Lyft Lux SUV,3277,3277,2.55,644,lyft_luxsuv,9:28:03
25-Feb-18,Sunday,Lyft Premier,1906,1906,2.78,631,lyft_premier,9:29:03
25-Feb-18,Sunday,Lyft Line,314,314,2.78,631,lyft_line,9:29:03
25-Feb-18,Sunday,Lyft Lux,2489,2489,2.78,631,lyft_lux,9:29:03
25-Feb-18,Sunday,Lyft,952,952,2.78,631,lyft,9:29:03
25-Feb-18,Sunday,Lyft Plus,1641,1641,2.78,631,lyft_plus,9:29:03
25-Feb-18,Sunday,Lyft Lux SUV,3365,3365,2.78,631,lyft_luxsuv,9:29:03
25-Feb-18,Sunday,Lyft Premier,2043,2043,3.04,716,lyft_premier,9:30:03
